"TradeDate","TradeTime","OrderType","Symbol","Quantity","TradePrice","ChangeInPrice","Proceeds","CostBasis","FifoPnlRealized","MtmPnl","Notes/Codes","Buy/Sell","Exchange","Put/Call","CurrencyPrimary","Multiplier","Strike","SecurityIDType"
"20180406","105836","LMT","T 2 1/4 03/31/21","100000","99.55859","0","-99558.59","99578.59","0","-3.902","","BUY","BARCBONDG","","USD","1","",""
"20180406","105836","LMT","T 2 1/4 03/31/21","-100000","99.52344","","99523.44","-99502.69","0","-31.248","","SELL","","","USD","1","",""
"20180406","105836","LMT","T 2 1/4 03/31/21","-100000","99.52344","0","99523.44","-99502.69","0","-31.248","","SELL","BARCBONDG","","USD","1","",""
"20180409","080015","LMT","T 2 1/4 03/31/21","100000","99.51172","","-99511.72","99531.72","0","-11.72","","BUY","","","USD","1","",""
"20180409","080015","LMT","T 2 1/4 03/31/21","100000","99.51172","0","-99511.72","99531.72","0","-11.72","","BUY","BARCBONDG","","USD","1","",""
"20180409","080015","LMT","T 2 1/4 03/31/21","-100000","99.47656","","99476.56","-99455.81","0","-23.44","","SELL","","","USD","1","",""
"20180409","080015","LMT","T 2 1/4 03/31/21","-100000","99.47656","0","99476.56","-99455.81","0","-23.44","","SELL","BARCBONDG","","USD","1","",""
"20180409","101450","LMT","T 2 1/4 03/31/21","-100000","99.45703","","99457.03","-99436.28","0","-42.97","","SELL","","","USD","1","",""
"20180409","101450","LMT","T 2 1/4 03/31/21","-100000","99.45703","0","99457.03","-99436.28","0","-42.97","","SELL","BARCBONDG","","USD","1","",""
"20180409","101450","LMT","T 2 1/4 03/31/21","100000","99.49219","","-99492.19","99512.19","0","7.81","","BUY","","","USD","1","",""
"20180409","101450","LMT","T 2 1/4 03/31/21","100000","99.49219","0","-99492.19","99512.19","0","7.81","","BUY","BARCBONDG","","USD","1","",""
"20180409","101815","LMT","T 2 1/4 03/31/21","-100000","99.45312","","99453.12","-99432.37","0","-46.88","","SELL","","","USD","1","",""
"20180409","101815","LMT","T 2 1/4 03/31/21","-100000","99.45312","0","99453.12","-99432.37","0","-46.88","","SELL","BARCBONDG","","USD","1","",""
"20180409","101815","LMT","T 2 1/4 03/31/21","100000","99.48828","","-99488.28","99508.28","0","11.72","","BUY","","","USD","1","",""
"20180409","101815","LMT","T 2 1/4 03/31/21","100000","99.48828","0","-99488.28","99508.28","0","11.72","","BUY","BARCBONDG","","USD","1","",""
"20180409","102950","LMT","T 2 1/4 03/31/21","100000","99.48047","","-99480.47","99500.47","0","19.53","","BUY","","","USD","1","",""
"20180409","102950","LMT","T 2 1/4 03/31/21","100000","99.48047","0","-99480.47","99500.47","0","19.53","","BUY","BARCBONDG","","USD","1","",""
"20180409","102950","LMT","T 2 1/4 03/31/21","-100000","99.44531","","99445.31","-99424.56","0","-54.69","","SELL","","","USD","1","",""
"20180409","102950","LMT","T 2 1/4 03/31/21","-100000","99.44531","0","99445.31","-99424.56","0","-54.69","","SELL","BARCBONDG","","USD","1","",""
"20180409","103525","LMT","T 2 1/4 03/31/21","100000","99.46875","","-99468.75","99488.75","0","31.25","","BUY","","","USD","1","",""
"20180409","103525","LMT","T 2 1/4 03/31/21","100000","99.46875","0","-99468.75","99488.75","0","31.25","","BUY","BARCBONDG","","USD","1","",""
"20180409","103525","LMT","T 2 1/4 03/31/21","-100000","99.43359","","99433.59","-99412.84","0","-66.41","","SELL","","","USD","1","",""
"20180409","103525","LMT","T 2 1/4 03/31/21","-100000","99.43359","0","99433.59","-99412.84","0","-66.41","","SELL","BARCBONDG","","USD","1","",""
"20180409","103950","LMT","T 2 1/4 03/31/21","100000","99.46875","","-99468.75","99488.75","0","31.25","","BUY","","","USD","1","",""
"20180409","103950","LMT","T 2 1/4 03/31/21","100000","99.46875","0","-99468.75","99488.75","0","31.25","","BUY","BARCBONDG","","USD","1","",""
"20180409","103951","LMT","T 2 1/4 03/31/21","-100000","99.43359","","99433.59","-99412.84","0","-66.41","","SELL","","","USD","1","",""
"20180409","103951","LMT","T 2 1/4 03/31/21","-100000","99.43359","0","99433.59","-99412.84","0","-66.41","","SELL","BARCBONDG","","USD","1","",""
"20180409","105732","LMT","T 2 1/4 03/31/21","100000","99.47266","","-99472.66","99492.66","0","27.34","","BUY","","","USD","1","",""
"20180409","105732","LMT","T 2 1/4 03/31/21","100000","99.47266","0","-99472.66","99492.66","0","27.34","","BUY","BARCBONDG","","USD","1","",""
"20180409","105732","LMT","T 2 1/4 03/31/21","-100000","99.4375","","99437.5","-99416.75","0","-62.5","","SELL","","","USD","1","",""
"20180409","105732","LMT","T 2 1/4 03/31/21","-100000","99.4375","0","99437.5","-99416.75","0","-62.5","","SELL","BARCBONDG","","USD","1","",""
"20180409","110436","LMT","T 2 1/4 03/31/21","100000","99.47656","","-99476.56","99496.56","0","23.44","","BUY","","","USD","1","",""
"20180409","110436","LMT","T 2 1/4 03/31/21","100000","99.47656","0","-99476.56","99496.56","0","23.44","","BUY","BARCBONDG","","USD","1","",""
"20180409","110436","LMT","T 2 1/4 03/31/21","-100000","99.44141","","99441.41","-99420.66","0","-58.59","","SELL","","","USD","1","",""
"20180409","110436","LMT","T 2 1/4 03/31/21","-100000","99.44141","0","99441.41","-99420.66","0","-58.59","","SELL","BARCBONDG","","USD","1","",""
"20180409","110808","LMT","T 2 1/4 03/31/21","-100000","99.44531","","99445.31","-99424.56","0","-54.69","","SELL","","","USD","1","",""
"20180409","110808","LMT","T 2 1/4 03/31/21","-100000","99.44531","0","99445.31","-99424.56","0","-54.69","","SELL","BARCBONDG","","USD","1","",""
"20180409","110808","LMT","T 2 1/4 03/31/21","100000","99.48047","","-99480.47","99500.47","0","19.53","","BUY","","","USD","1","",""
"20180409","110808","LMT","T 2 1/4 03/31/21","100000","99.48047","0","-99480.47","99500.47","0","19.53","","BUY","BARCBONDG","","USD","1","",""
"20180409","111932","LMT","T 2 1/4 03/31/21","100000","99.48438","","-99484.38","99504.38","0","15.62","","BUY","","","USD","1","",""
"20180409","111932","LMT","T 2 1/4 03/31/21","100000","99.48438","0","-99484.38","99504.38","0","15.62","","BUY","BARCBONDG","","USD","1","",""
"20180409","111932","LMT","T 2 1/4 03/31/21","-100000","99.44922","","99449.22","-99428.47","0","-50.78","","SELL","","","USD","1","",""
"20180409","111932","LMT","T 2 1/4 03/31/21","-100000","99.44922","0","99449.22","-99428.47","0","-50.78","","SELL","BARCBONDG","","USD","1","",""
"20180409","151103","LMT","T 2 1/4 03/31/21","-100000","99.47656","","99476.56","-99455.81","0","-23.44","","SELL","","","USD","1","",""
"20180409","151103","LMT","T 2 1/4 03/31/21","-100000","99.47656","0","99476.56","-99455.81","0","-23.44","","SELL","BARCBONDG","","USD","1","",""
"20180409","151103","LMT","T 2 1/4 03/31/21","100000","99.51172","","-99511.72","99531.72","0","-11.72","","BUY","","","USD","1","",""
"20180409","151103","LMT","T 2 1/4 03/31/21","100000","99.51172","0","-99511.72","99531.72","0","-11.72","","BUY","BARCBONDG","","USD","1","",""
"20180409","151648","LMT","T 2 1/4 03/31/21","-2000","99.48438","","1989.69","-1983.94","0","-0.31","","SELL","","","USD","1","",""
"20180409","151648","LMT","T 2 1/4 03/31/21","-2000","99.48438","0","1989.69","-1983.94","0","-0.31","","SELL","BARCBONDG","","USD","1","",""
"20180409","151818","LMT","T 2 1/4 03/31/21","-398000","99.48438","","395947.83","-395867.48","0","-62.17","","SELL","","","USD","1","",""
"20180409","151818","LMT","T 2 1/4 03/31/21","-398000","99.48438","0","395947.83","-395867.48","0","-62.17","","SELL","BARCBONDG","","USD","1","",""
"20180409","153728","LMT","T 2 1/4 03/31/21","100000","99.51953","","-99519.53","99539.53","0","-19.53","","BUY","","","USD","1","",""
"20180409","153728","LMT","T 2 1/4 03/31/21","100000","99.51953","0","-99519.53","99539.53","0","-19.53","","BUY","BARCBONDG","","USD","1","",""
"20180418","140957","LMT","T 2 1/4 03/31/21","-100000","99.06641","","99066.41","-99045.66","0","-19.528","","SELL","","","USD","1","",""
"20180418","140957","LMT","T 2 1/4 03/31/21","-100000","99.06641","0","99066.41","-99045.66","0","-19.528","","SELL","BARCBONDG","","USD","1","",""
"20180418","140957","LMT","T 2 1/4 03/31/21","100000","99.10156","","-99101.56","99121.56","0","-15.622","","BUY","","","USD","1","",""
"20180418","140957","LMT","T 2 1/4 03/31/21","100000","99.10156","0","-99101.56","99121.56","0","-15.622","","BUY","BARCBONDG","","USD","1","",""
"20180418","141258","LMT","T 2 1/4 03/31/21","-100000","99.0625","","99062.5","-99041.75","0","-23.438","","SELL","","","USD","1","",""
"20180418","141258","LMT","T 2 1/4 03/31/21","-100000","99.0625","0","99062.5","-99041.75","0","-23.438","","SELL","BARCBONDG","","USD","1","",""
"20180418","141258","LMT","T 2 1/4 03/31/21","100000","99.09766","","-99097.66","99117.66","0","-11.722","","BUY","","","USD","1","",""
"20180418","141258","LMT","T 2 1/4 03/31/21","100000","99.09766","0","-99097.66","99117.66","0","-11.722","","BUY","BARCBONDG","","USD","1","",""
"20180419","080001","LMT","T 2 1/4 03/31/21","100000","99.08203","","-99082.03","99102.03","0","-42.967","","BUY","","","USD","1","",""
"20180419","080001","LMT","T 2 1/4 03/31/21","100000","99.08203","0","-99082.03","99102.03","0","-42.967","","BUY","BARCBONDG","","USD","1","",""
"20180419","080001","LMT","T 2 1/4 03/31/21","100000","99.08203","","-99082.03","99102.03","0","-42.967","","BUY","","","USD","1","",""
"20180419","080001","LMT","T 2 1/4 03/31/21","100000","99.08203","0","-99082.03","99102.03","0","-42.967","","BUY","BARCBONDG","","USD","1","",""
"20180419","080001","LMT","T 2 1/4 03/31/21","-100000","99.04688","","99046.88","-99026.13","0","7.817","","SELL","","","USD","1","",""
"20180419","080001","LMT","T 2 1/4 03/31/21","-100000","99.04688","0","99046.88","-99026.13","0","7.817","","SELL","BARCBONDG","","USD","1","",""
"20180425","111428","LMT","T 2 1/4 03/31/21","1000","98.88672","","-988.87","993.87","0","0.2706","","BUY","","","USD","1","",""
"20180425","111428","LMT","T 2 1/4 03/31/21","1000","98.88672","0","-988.87","993.87","0","0.2706","","BUY","BARCBONDG","","USD","1","",""
"20180425","111428","LMT","T 2 1/4 03/31/21","-1000","98.85156","","988.52","-982.77","0","-0.6206","","SELL","","","USD","1","",""
"20180425","111428","LMT","T 2 1/4 03/31/21","-1000","98.85156","0","988.52","-982.77","0","-0.6206","","SELL","BARCBONDG","","USD","1","",""
"20180509","110015","LMT","T 2 1/4 03/31/21","1000","98.87109","","-988.71","993.71","0","-0.4288","","BUY","","","USD","1","",""
"20180509","110015","LMT","T 2 1/4 03/31/21","1000","98.87109","0","-988.71","993.71","0","-0.4288","","BUY","BARCBONDG","","USD","1","",""
"20180509","110015","LMT","T 2 1/4 03/31/21","-1000","98.83594","","988.36","-982.61","0","0.0788","","SELL","","","USD","1","",""
"20180509","110015","LMT","T 2 1/4 03/31/21","-1000","98.83594","0","988.36","-982.61","0","0.0788","","SELL","BARCBONDG","","USD","1","",""
